Lat.,Long.,CombinedBins,Genetic ID_x,Master ID,Skeletal code_x,Skeletal element_x,"Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]_x",Publication_x,"Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r5; Atmospheric data from Reimer et al (2020)_x","Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]_x","Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform distribution between the two bounds for a contextual date]_x","Full Date One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE_x",Age at Death from physical anthropology_x,Group ID_x,Locality_x,Political Entity_x,Pulldown Strategy_x,Data source_x,No. Libraries_x,1240k coverage (taken from original pulldown where possible)_x,SNPs hit on autosomal targets (Computed using easystats on 1240k snpset)_x,SNPs hit on autosomal targets (Computed using easystats on HO snpset)_x,Molecular Sex_x,Family ID and position within family_x,Y haplogroup (manual curation in terminal mutation format)_x,Y haplogroup (manual curation in ISOGG format)_x,mtDNA coverage (merged data)_x,mtDNA haplogroup if >2x or published_x,mtDNA match to consensus if >2x (merged data)_x,Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data)_x,Sex ratio [Y/(Y+X) counts] (merged data)_x,"Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)_x",Libraries_x,ASSESSMENT_x,"ASSESSMENT WARNINGS (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0._x",Unnamed: 35_x,DateBins_x,Updated mtDNA haplogroup_x,P_y_sum,I_y_sum,G_y_sum,R_y_sum,E_y_sum,B_y_sum,H_y_sum,A_y_sum,D_y_sum,K_y_sum,J_y_sum,F_y_sum,N_y_sum,L_y_sum,Q_y_sum,C_y_sum,y_haplos_sum,Genetic ID_y,Skeletal code_y,Skeletal element_y,"Year data from this individual was first published [for a present-day individuals we give the data of the data reported here; missing GreenScience 2010 (Vi33.15, Vi33.26), Olalde2018 (I2657), RasmussenNature2010 (Australian)]_y",Publication_y,"Method for Determining Date; unless otherwise specified, calibrations use 95.4% intervals from OxCal v4.4.2 Bronk Ramsey (2009); r5; Atmospheric data from Reimer et al (2020)_y","Date mean in BP in years before 1950 CE [OxCal mu for a direct radiocarbon date, and average of range for a contextual date]_y","Date standard deviation in BP [OxCal sigma for a direct radiocarbon date, and standard deviation of the uniform distribution between the two bounds for a contextual date]_y","Full Date One of two formats. (Format 1) 95.4% CI calibrated radiocarbon age (Conventional Radiocarbon Age BP, Lab number) e.g. 2624-2350 calBCE (3990±40 BP, Ua-35016). (Format 2) Archaeological context range, e.g. 2500-1700 BCE_y",Age at Death from physical anthropology_y,Group ID_y,Locality_y,Political Entity_y,Pulldown Strategy_y,Data source_y,No. Libraries_y,1240k coverage (taken from original pulldown where possible)_y,SNPs hit on autosomal targets (Computed using easystats on 1240k snpset)_y,SNPs hit on autosomal targets (Computed using easystats on HO snpset)_y,Molecular Sex_y,Family ID and position within family_y,Y haplogroup (manual curation in terminal mutation format)_y,Y haplogroup (manual curation in ISOGG format)_y,mtDNA coverage (merged data)_y,mtDNA haplogroup if >2x or published_y,mtDNA match to consensus if >2x (merged data)_y,Damage rate in first nucleotide on sequences overlapping 1240k targets (merged data)_y,Sex ratio [Y/(Y+X) counts] (merged data)_y,"Library type (minus=no.damage.correction, half=damage.retained.at.last.position, plus=damage.fully.corrected, ds=double.stranded.library.preparation, ss=single.stranded.library.preparation)_y",Libraries_y,ASSESSMENT_y,"ASSESSMENT WARNINGS (Xcontam interval is listed if lower bound is >0.005, ""QUESTIONABLE"" if lower bound is 0.01-0.02, ""QUESTIONABLE_CRITICAL"" or ""FAIL"" if lower bound is >0.02) (mtcontam confidence interval is listed if coverage >2 and upper bound is <0._y",Unnamed: 35_y,DateBins_y,Updated mtDNA haplogroup_y,P_mt_sum,X_mt_sum,V_mt_sum,I_mt_sum,R_mt_sum,E_mt_sum,K_mt_sum,U_mt_sum,T_mt_sum,r_mt_sum,A_mt_sum,M_mt_sum,J_mt_sum,W_mt_sum,L_mt_sum,C_mt_sum,G_mt_sum,B_mt_sum,H_mt_sum,D_mt_sum,F_mt_sum,N_mt_sum,Z_mt_sum,Y_mt_sum,mt_haplos_sum
37.933333,12.333333,Italy (12000-12999BP),I2158,I2158,SIC2,bone (long bone),2018,MathiesonNature2018,Context: Date(s) span on sublayer 6D above of 7943-7592 calBCE (8699±60 BP. LTL-875A). sublayers 7D below of 12268-11854 calBCE (12149±65 BP. LTL-14260A). and sublayer 7E below of 12347-11847 calBCE (12132±80 BP. LTL-873A). all calibrated as IntCal20,12000,1328,12350-7750 BCE,,Italy_Sicily_HG_OrienteC,Sicily. Egadi Islands. Favignana Island. Grotta d'Oriente,Italy,Repulldown on 3.2M snpset,1240K,1,0.054,61406,32533,F,n/a (no relatives detected),n/a (female),n/a,15.9,U2'3'4'7'8'9,[0.951.0.972],0.09,0.029,ds.half,S2158.E1.L1,PASS,..mtcontam=[0.951.0.972],0.0,12000-12999,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I2158,SIC2,bone (long bone),2018,MathiesonNature2018,Context: Date(s) span on sublayer 6D above of 7943-7592 calBCE (8699±60 BP. LTL-875A). sublayers 7D below of 12268-11854 calBCE (12149±65 BP. LTL-14260A). and sublayer 7E below of 12347-11847 calBCE (12132±80 BP. LTL-873A). all calibrated as IntCal20,12000,1328,12350-7750 BCE,,Italy_Sicily_HG_OrienteC,Sicily. Egadi Islands. Favignana Island. Grotta d'Oriente,Italy,Repulldown on 3.2M snpset,1240K,1,0.054,61406,32533,F,n/a (no relatives detected),n/a (female),n/a,15.9,U2'3'4'7'8'9,[0.951.0.972],0.09,0.029,ds.half,S2158.E1.L1,PASS,..mtcontam=[0.951.0.972],0.0,12000-12999,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
37.952759,-1.508,Spain (3000-3999BP),ALM001_merged,ALM001,AY060/1,tooth (18). petrous (left),2021,VillalbaMoucoSciAdv2021,Direct: IntCal20,248305,4288,1960-1769 calBCE (3544±27 BP. MAMS-26640),25-27,Spain_Almoloya_Argar_Early,Murcia. Pliego. La Almoloya,Spain,Repulldown on 3.2M snpset,1240K,2,0.654137,30747288,16837317,F,Murcia. Pliego. La Almoloya Family D (17 members) (1d: ALM034-ALM048. ALM034-MMI003 | father-son: ALM034-ALM049. ALM016_merged-ALM052 | father-daughter: ALM060-ALM017 | son-mother: ALM052-ALM015_merged | 2d: ALM020-ALM025. ALM025-ALM001_merged. ALM019_merged-ALM069 | 2/3d: ALM041-ALM020. ALM041-ALM025. ALM041-ALM037. ALM041-ALM087. ALM020-ALM001_merged. ALM037-ALM034. ALM037-ALM016_merged. ALM037-ALM019_merged. ALM016_merged-ALM060. ALM016_merged-ALM017. ALM016_merged-ALM049. ALM017-ALM052. ALM017-ALM015_merged),n/a (female),n/a,2.9774,X2b+226,n/a (<2x),,,ds.half.ds.half,ALM001.A0101. ALM001.C0101,PASS,,0.0,3000-3999,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,ALM001_merged,AY060/1,tooth (18). petrous (left),2021,VillalbaMoucoSciAdv2021,Direct: IntCal20,248305,4288,1960-1769 calBCE (3544±27 BP. MAMS-26640),25-27,Spain_Almoloya_Argar_Early,Murcia. Pliego. La Almoloya,Spain,Repulldown on 3.2M snpset,1240K,2,0.654137,30747288,16837317,F,Murcia. Pliego. La Almoloya Family D (17 members) (1d: ALM034-ALM048. ALM034-MMI003 | father-son: ALM034-ALM049. ALM016_merged-ALM052 | father-daughter: ALM060-ALM017 | son-mother: ALM052-ALM015_merged | 2d: ALM020-ALM025. ALM025-ALM001_merged. ALM019_merged-ALM069 | 2/3d: ALM041-ALM020. ALM041-ALM025. ALM041-ALM037. ALM041-ALM087. ALM020-ALM001_merged. ALM037-ALM034. ALM037-ALM016_merged. ALM037-ALM019_merged. ALM016_merged-ALM060. ALM016_merged-ALM017. ALM016_merged-ALM049. ALM017-ALM052. ALM017-ALM015_merged),n/a (female),n/a,2.9774,X2b+226,n/a (<2x),,,ds.half.ds.half,ALM001.A0101. ALM001.C0101,PASS,,0.0,3000-3999,n/a,0.0,3.0,3.0,0.0,1.0,0.0,20.0,12.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,66.0
37.960919,23.939801,Greece (3000-3999BP),I14872,I14872,Sample 7; Tomb 45-Pit 2-K5-KOL 800,tooth (molar),2022,LazaridisAlpaslanRoodenbergScience2022,Direct: IntCal20,10308,79,1516-1436 calBCE (3220±20 BP. PSUAMS-7863),adult; 40-45 yrs.,Greece_BA_Mycenaean,Attica. Kolikrepi-Spata,Greece,Repulldown on 3.2M snpset,1240K,1,0.023057,816564,437638,F,n/a (no relatives detected),n/a (female),n/a,5.206,HV,[0.791.0.937],0.135,0.012,ss.half,S14872.Y1.E1.L1,QUESTIONABLE,mtcontam=[0.791.0.937],0.0,3000-3999,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I14872,Sample 7; Tomb 45-Pit 2-K5-KOL 800,tooth (molar),2022,LazaridisAlpaslanRoodenbergScience2022,Direct: IntCal20,10308,79,1516-1436 calBCE (3220±20 BP. PSUAMS-7863),adult; 40-45 yrs.,Greece_BA_Mycenaean,Attica. Kolikrepi-Spata,Greece,Repulldown on 3.2M snpset,1240K,1,0.023057,816564,437638,F,n/a (no relatives detected),n/a (female),n/a,5.206,HV,[0.791.0.937],0.135,0.012,ss.half,S14872.Y1.E1.L1,QUESTIONABLE,mtcontam=[0.791.0.937],0.0,3000-3999,R,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0
37.966284,23.495244,Greece (3000-3999BP),I9006,I9006,Salamis31,tooth,2017,LazaridisNature2017,Direct: IntCal20,3283,43,1413-1261 calBCE (3067±25 BP. DEM-2905. MAMS-25209),,Greece_BA_Mycenaean,Agia Kyriaki. Salamis,Greece,1240K pulldown padded to 3.2M snpset,1240K,,1.387,361156,321068,F,n/a (no relatives detected),n/a (female),n/a,,X2d,,,,,,PASS,,0.0,3000-3999,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I9006,Salamis31,tooth,2017,LazaridisNature2017,Direct: IntCal20,3283,43,1413-1261 calBCE (3067±25 BP. DEM-2905. MAMS-25209),,Greece_BA_Mycenaean,Agia Kyriaki. Salamis,Greece,1240K pulldown padded to 3.2M snpset,1240K,,1.387,361156,321068,F,n/a (no relatives detected),n/a (female),n/a,,X2d,,,,,,PASS,,0.0,3000-3999,X,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
38.05,-8.1,Portugal (3000-3999BP),ValeOuro10207_noUDG.SG,ValeOuro10207,VO10207,petrous,2017,MartinianoPLoSGenetics2017,Context: Archaeological - Period,3550,115,1800-1400 BCE,,Portugal_MBA.SG,Monte do Vale do Ouro 2,Portugal,Repulldown on 3.2M snpset,Shotgun,,0.247264,184026,94680,F,n/a (no relatives detected),n/a (female),n/a,,U5b1,,,,ds.minus,,PASS,,0.0,3000-3999,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ValeOuro10207_noUDG.SG,VO10207,petrous,2017,MartinianoPLoSGenetics2017,Context: Archaeological - Period,3550,115,1800-1400 BCE,,Portugal_MBA.SG,Monte do Vale do Ouro 2,Portugal,Repulldown on 3.2M snpset,Shotgun,,0.247264,184026,94680,F,n/a (no relatives detected),n/a (female),n/a,,U5b1,,,,ds.minus,,PASS,,0.0,3000-3999,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
38.1,-1.85,Spain (4000-4999BP),I0456,I0456,Cmol140,tooth,2018,OlaldeNature2018,Context: Based on dates at same site (I0453. I0454),4500,260,3000-2100 BCE,,Spain_C,Murcia. Caravaca. Camino del Molino,Spain,Repulldown on 3.2M snpset,1240K,1,0.025,28117,15121,F,n/a (no relatives detected),n/a (female),n/a,75.167421,U5b2a1a,[0.996.1],0.192,,ds.half,S0651.L1,QUESTIONABLE,sex ratio,0.0,4000-4999,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,I0456,Cmol140,tooth,2018,OlaldeNature2018,Context: Based on dates at same site (I0453. I0454),4500,260,3000-2100 BCE,,Spain_C,Murcia. Caravaca. Camino del Molino,Spain,Repulldown on 3.2M snpset,1240K,1,0.025,28117,15121,F,n/a (no relatives detected),n/a (female),n/a,75.167421,U5b2a1a,[0.996.1],0.192,,ds.half,S0651.L1,QUESTIONABLE,sex ratio,0.0,4000-4999,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
38.102267,-1.864,Spain (4000-4999BP),MDP001,MDP001,MP1039,tooth (26),2021,VillalbaMoucoSciAdv2021,Direct: IntCal20,12245,161,2297-2051 calBCE (3780±30 BP. MAMS-11826),,Spain_MolinosPapel_Early_Argar_father.or.son.MDP003,Murcia. Caravaca. Molinos del Papel,Spain,Repulldown on 3.2M snpset,1240K,1,0.12294,686606,374456,M,Murcia. Caravaca. Molinos del Papel Family A (2 members) (father-son: MDP001-MDP003),M269,n/a,0.3396,K1a,n/a (<2x),,,ds.half,MDP001.A0201,PASS,,0.0,4000-4999,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MDP001,MP1039,tooth (26),2021,VillalbaMoucoSciAdv2021,Direct: IntCal20,12245,161,2297-2051 calBCE (3780±30 BP. MAMS-11826),,Spain_MolinosPapel_Early_Argar_father.or.son.MDP003,Murcia. Caravaca. Molinos del Papel,Spain,Repulldown on 3.2M snpset,1240K,1,0.12294,686606,374456,M,Murcia. Caravaca. Molinos del Papel Family A (2 members) (father-son: MDP001-MDP003),M269,n/a,0.3396,K1a,n/a (<2x),,,ds.half,MDP001.A0201,PASS,,0.0,4000-4999,K,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0
38.102807,-1.865441,Spain (4000-4999BP),CDM001,CDM001,CMOL 6,tooth (37),2021,VillalbaMoucoSciAdv2021,Direct: IntCal20,27261,1079,2559-2214 calBCE (3910±40 BP. Beta-261517),,Spain_SE_Iberia_CA,Murcia. Caravaca. Camino del Molino,Spain,Repulldown on 3.2M snpset,1240K,1,0.425962,1736559,956690,F,n/a (no relatives detected),n/a (female),n/a,2.631,J2a1a1,,,,ds.half,CDM001.A0101,PASS,,0.0,4000-4999,J,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,CDM001,CMOL 6,tooth (37),2021,VillalbaMoucoSciAdv2021,Direct: IntCal20,27261,1079,2559-2214 calBCE (3910±40 BP. Beta-261517),,Spain_SE_Iberia_CA,Murcia. Caravaca. Camino del Molino,Spain,Repulldown on 3.2M snpset,1240K,1,0.425962,1736559,956690,F,n/a (no relatives detected),n/a (female),n/a,2.631,J2a1a1,,,,ds.half,CDM001.A0101,PASS,,0.0,4000-4999,J,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,6.0
38.11,12.7866,Italy (10000-10999BP),UZZ096_noUDG,UZZ096,UZZ096,M2 upper right,2022,YuvandeLoosdrechtiScience2022,Context: Site - Stratigraphy,20911,347,8800-7800 BCE,,Italy_Sicily_EarlyMesolithic,Sicily. Grotta dell’Uzzo,Italy,Native Pulldown on 3.2M snpset,1240K,1,,1067876,569231,F,n/a (no relatives detected),n/a (female),n/a,6.6,U2'3'4'7'8'9,[0.87.1],0.41692,,ss.minus,UZZ096.B0201.SG1.1_S0_L001_R1_001.UZZ096.B0201.TF1.1_S0_L002_R1_001.UZZ096.B0201.TF2.1_S0_L001_R1_001,PASS,,0.0,10000-10999,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UZZ096_noUDG,UZZ096,M2 upper right,2022,YuvandeLoosdrechtiScience2022,Context: Site - Stratigraphy,20911,347,8800-7800 BCE,,Italy_Sicily_EarlyMesolithic,Sicily. Grotta dell’Uzzo,Italy,Native Pulldown on 3.2M snpset,1240K,1,,1067876,569231,F,n/a (no relatives detected),n/a (female),n/a,6.6,U2'3'4'7'8'9,[0.87.1],0.41692,,ss.minus,UZZ096.B0201.SG1.1_S0_L001_R1_001.UZZ096.B0201.TF1.1_S0_L002_R1_001.UZZ096.B0201.TF2.1_S0_L001_R1_001,PASS,,0.0,10000-10999,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
38.11,12.7866,Italy (6000-6999BP),UZZ061_noUDG,UZZ061,UZZ061,phalanx,2022,YuvandeLoosdrechtiScience2022,Direct: IntCal 20 (WARNING: MISSING LAB CODE),6739,40,4879-4719 calBCE (5923±25 BP),,Italy_Sicily_MN,Sicily. Grotta dell’Uzzo,Italy,Native Pulldown on 3.2M snpset,1240K,3,,893937,480050,M,n/a (no relatives detected),,n/a,27.1,K1a2,[0.96.0.99],0.28644046,,ss.minus.ds.minus,UZZ061.A0101_S0_L005_R1_001.UZZ061.A0101_S0_L009_R1_001.UZZ061.A0102.SG1.1_S0_L007_R1_001.UZZ061.A0102.TF1.1_S0_L003_R1_001.UZZ061.A0201.SG1.1_S0_L001_R1_001.UZZ061.A0201.TF1.1_S0_L001_R1_001.UZZ061.A0201.TF2.1_S0_L001_R1_001,PASS,,0.0,6000-6999,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UZZ061_noUDG,UZZ061,phalanx,2022,YuvandeLoosdrechtiScience2022,Direct: IntCal 20 (WARNING: MISSING LAB CODE),6739,40,4879-4719 calBCE (5923±25 BP),,Italy_Sicily_MN,Sicily. Grotta dell’Uzzo,Italy,Native Pulldown on 3.2M snpset,1240K,3,,893937,480050,M,n/a (no relatives detected),,n/a,27.1,K1a2,[0.96.0.99],0.28644046,,ss.minus.ds.minus,UZZ061.A0101_S0_L005_R1_001.UZZ061.A0101_S0_L009_R1_001.UZZ061.A0102.SG1.1_S0_L007_R1_001.UZZ061.A0102.TF1.1_S0_L003_R1_001.UZZ061.A0201.SG1.1_S0_L001_R1_001.UZZ061.A0201.TF1.1_S0_L001_R1_001.UZZ061.A0201.TF2.1_S0_L001_R1_001,PASS,,0.0,6000-6999,K,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
38.11,12.7866,Italy (7000-7999BP),UZZ033_noUDG,UZZ033,UZZ033,tooth,2022,YuvandeLoosdrechtiScience2022,Context: Site - Stratigraphy,52070,278,5380-5210 BCE,,Italy_Sicily_N_Stentinello,Sicily. Grotta dell’Uzzo,Italy,Native Pulldown on 3.2M snpset,1240K,1,,3917289,2100823,M,n/a (no relatives detected),n/a (female),H,521.5,U8b1b1,[0.99.1],0.283846,,ss.minus,UZZ033.A0102.SG1.1_S0_L007_R1_001.UZZ033.A0102.TF1.1_S0_L003_R1_001.UZZ033.A0201.SG1.1_S0_L001_R1_001.UZZ033.A0201.TF1.1_S0_L002_R1_001.UZZ033.A0201.TF2.1_S0_L001_R1_001,PASS,,0.0,7000-7999,U,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,UZZ033_noUDG,UZZ033,tooth,2022,YuvandeLoosdrechtiScience2022,Context: Site - Stratigraphy,52070,278,5380-5210 BCE,,Italy_Sicily_N_Stentinello,Sicily. Grotta dell’Uzzo,Italy,Native Pulldown on 3.2M snpset,1240K,1,,3917289,2100823,M,n/a (no relatives detected),n/a (female),H,521.5,U8b1b1,[0.99.1],0.283846,,ss.minus,UZZ033.A0102.SG1.1_S0_L007_R1_001.UZZ033.A0102.TF1.1_S0_L003_R1_001.UZZ033.A0201.SG1.1_S0_L001_R1_001.UZZ033.A0201.TF1.1_S0_L002_R1_001.UZZ033.A0201.TF2.1_S0_L001_R1_001,PASS,,0.0,7000-7999,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0
38.11,12.7866,Italy (8000-8999BP),UZZ040_noUDG,UZZ040,UZZ040,tooth (infans),2022,YuvandeLoosdrechtiScience2022,Direct: IntCal 20 (WARNING: MISSING LAB CODE),59713,263,6416-6245 calBCE (7471±26 BP),,Italy_Sicily_LateMesolithic_Castelnovian,Sicily. Grotta dell’Uzzo,Italy,Native Pulldown on 3.2M snpset,1240K,1,,5389502,2890434,M,n/a (no relatives detected),n/a (female),I,1034.3,U4a2f,[0.97.0.98],0.458972,,ss.minus,UZZ040.A0201.SG1.1_S0_L001_R1_001.UZZ040.A0201.TF1.1_S0_L002_R1_001.UZZ040.A0201.TF2.1_S0_L001_R1_001,PASS,,0.0,8000-8999,U,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,UZZ040_noUDG,UZZ040,tooth (infans),2022,YuvandeLoosdrechtiScience2022,Direct: IntCal 20 (WARNING: MISSING LAB CODE),59713,263,6416-6245 calBCE (7471±26 BP),,Italy_Sicily_LateMesolithic_Castelnovian,Sicily. Grotta dell’Uzzo,Italy,Native Pulldown on 3.2M snpset,1240K,1,,5389502,2890434,M,n/a (no relatives detected),n/a (female),I,1034.3,U4a2f,[0.97.0.98],0.458972,,ss.minus,UZZ040.A0201.SG1.1_S0_L001_R1_001.UZZ040.A0201.TF1.1_S0_L002_R1_001.UZZ040.A0201.TF2.1_S0_L001_R1_001,PASS,,0.0,8000-8999,U,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
38.172218,34.49387,Turkey (8000-8999BP),Tep002_noUDG.WGC,Tep002,TP’10 SK 40,tooth (molar),2016,KilincCurrentBiology2016,Direct: IntCal20,16724,103,6636-6467 calBCE (7710±30 BP. Beta-410031),,Turkey_TepecikCiftlik_N.SG,Tepecik Ciftlik,Turkey,Repulldown on 3.2M snpset,WISP+Shotgun,,0.363,403215,205595,F,n/a (no relatives detected),n/a (female),n/a,,K1a12a,,,,ds.minus,,PASS,,0.0,8000-8999,K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Tep002_noUDG.WGC,TP’10 SK 40,tooth (molar),2016,KilincCurrentBiology2016,Direct: IntCal20,16724,103,6636-6467 calBCE (7710±30 BP. Beta-410031),,Turkey_TepecikCiftlik_N.SG,Tepecik Ciftlik,Turkey,Repulldown on 3.2M snpset,WISP+Shotgun,,0.363,403215,205595,F,n/a (no relatives detected),n/a (female),n/a,,K1a12a,,,,ds.minus,,PASS,,0.0,8000-8999,K,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
38.184703,-1.886158,Spain (3000-3999BP),CMO001,CMO001,MN-1/1,petrous (right),2021,VillalbaMoucoSciAdv2021,Direct: IntCal20,11093,161,1881-1687 calBCE (3455±28 BP. MAMS-11823),,Spain_SE_Iberia_BA_Argar,Murcia. Moratalla. Cerro del Morrón,Spain,Repulldown on 3.2M snpset,1240K,1,0.417476,702248,393565,F,n/a (no relatives detected),n/a (female),n/a,0.8978,T2c1d+152,n/a (<2x),,,ds.half,CMO001.A0101,PASS,,0.0,3000-3999,n/a,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,CMO001,MN-1/1,petrous (right),2021,VillalbaMoucoSciAdv2021,Direct: IntCal20,11093,161,1881-1687 calBCE (3455±28 BP. MAMS-11823),,Spain_SE_Iberia_BA_Argar,Murcia. Moratalla. Cerro del Morrón,Spain,Repulldown on 3.2M snpset,1240K,1,0.417476,702248,393565,F,n/a (no relatives detected),n/a (female),n/a,0.8978,T2c1d+152,n/a (<2x),,,ds.half,CMO001.A0101,PASS,,0.0,3000-3999,n/a,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
